,search_trends_fever,search_trends_low_grade_fever,search_trends_chills,search_trends_cough,search_trends_shallow_breathing,search_trends_shortness_of_breath,search_trends_fatigue,search_trends_muscle_weakness,search_trends_cluster_headache,search_trends_headache,search_trends_sore_throat,search_trends_nasal_congestion,search_trends_nausea,search_trends_vomiting,search_trends_diarrhea,date,location_key
11838,8.23,0.45,0.48,12.12,0.06,0.94,6.24,0.2,0.17,4.52,3.06,2.88,2.28,3.4,4.83,2020-01-07,SG
11839,7.96,0.42,0.47,11.45,0.09,1.0,6.17,0.26,0.17,4.45,2.75,2.59,2.24,3.34,4.71,2020-01-08,SG
11840,7.87,0.42,0.41,10.51,0.08,0.9,5.94,0.22,0.13,4.26,2.88,2.41,2.19,3.44,4.82,2020-01-09,SG
11841,7.12,0.34,0.39,10.91,0.06,0.81,5.17,0.19,0.1,4.2,2.86,2.41,2.03,3.11,4.48,2020-01-10,SG
11842,7.5,0.35,0.42,10.41,0.09,0.66,5.44,0.27,0.15,4.43,2.77,2.42,2.12,3.54,4.96,2020-01-11,SG
11843,8.15,0.45,0.45,10.73,0.08,0.93,6.0,0.29,0.2,4.66,2.83,2.48,2.35,3.6,5.02,2020-01-12,SG
11844,8.26,0.43,0.45,10.73,0.09,0.92,6.21,0.22,0.2,4.75,3.04,2.33,2.33,3.43,4.63,2020-01-13,SG
11845,8.44,0.48,0.39,10.76,0.05,0.93,6.28,0.3,0.18,4.52,3.02,2.42,2.23,3.38,4.74,2020-01-14,SG
11846,8.63,0.48,0.41,10.52,0.06,0.87,6.21,0.26,0.15,4.47,3.05,2.33,2.12,3.22,4.65,2020-01-15,SG
11847,7.9,0.36,0.44,10.79,0.1,1.07,5.76,0.29,0.14,4.36,3.02,2.34,2.17,3.38,4.72,2020-01-16,SG
11848,7.19,0.4,0.39,9.95,0.07,0.76,5.14,0.25,0.17,4.06,2.85,2.27,1.96,3.01,4.18,2020-01-17,SG
11849,7.26,0.35,0.36,10.16,0.07,0.78,5.53,0.19,0.23,4.64,2.84,2.26,2.12,3.27,4.48,2020-01-18,SG
11850,7.75,0.36,0.44,11.56,0.06,0.94,6.25,0.25,0.19,4.66,2.86,2.35,2.31,3.46,4.92,2020-01-19,SG
11851,8.1,0.39,0.34,13.61,0.07,0.91,6.13,0.25,0.2,4.62,3.19,2.43,2.39,3.48,4.83,2020-01-20,SG
11852,9.09,0.51,0.48,16.56,0.06,0.93,6.22,0.25,0.18,4.58,3.37,2.44,2.19,3.4,4.6,2020-01-21,SG
11853,9.23,0.5,0.43,15.26,0.08,0.99,6.12,0.23,0.2,4.33,3.26,2.49,2.09,3.31,4.84,2020-01-22,SG
11854,10.71,0.62,0.47,20.58,0.07,1.04,5.0,0.16,0.16,3.98,3.47,2.52,1.9,3.2,4.3,2020-01-23,SG
11855,10.35,0.65,0.47,19.04,0.11,0.95,5.2,0.18,0.12,3.79,3.47,2.7,1.76,3.15,4.39,2020-01-24,SG
11856,10.62,0.74,0.52,18.66,0.1,1.21,5.54,0.16,0.13,4.29,4.14,2.8,1.9,3.33,4.6,2020-01-25,SG
11857,11.24,0.72,0.48,17.74,0.08,1.29,5.5,0.17,0.16,4.21,3.87,3.06,1.92,3.31,4.88,2020-01-26,SG
11858,16.35,1.21,0.45,20.27,0.14,1.73,6.17,0.27,0.2,4.36,4.03,3.4,2.18,3.61,5.38,2020-01-27,SG
11859,21.04,1.58,0.56,23.07,0.15,1.98,6.41,0.22,0.23,4.62,4.67,3.54,2.06,3.79,5.52,2020-01-28,SG
11860,19.03,1.39,0.49,19.67,0.09,1.65,6.32,0.25,0.16,4.47,4.84,3.08,2.09,3.72,5.13,2020-01-29,SG
11861,17.8,1.25,0.57,18.69,0.12,1.62,5.86,0.21,0.17,4.66,4.48,2.99,2.07,3.35,5.06,2020-01-30,SG
11862,13.3,0.91,0.49,15.81,0.08,1.39,5.49,0.23,0.2,4.3,3.85,2.7,1.94,3.01,4.32,2020-01-31,SG
11863,11.29,0.81,0.44,14.8,0.1,1.17,5.82,0.21,0.16,4.56,3.5,2.82,2.0,3.16,4.72,2020-02-01,SG
11864,12.85,0.97,0.47,14.33,0.08,1.34,6.36,0.16,0.17,4.68,3.47,2.66,2.25,3.53,5.12,2020-02-02,SG
11865,12.86,0.94,0.46,13.48,0.08,1.25,6.59,0.24,0.17,4.77,3.57,2.69,2.22,3.51,4.99,2020-02-03,SG
11866,14.83,1.07,0.5,19.41,0.1,1.41,6.47,0.24,0.23,4.48,3.95,2.87,2.14,3.48,5.02,2020-02-04,SG
11867,15.17,1.13,0.46,16.43,0.13,1.48,6.54,0.32,0.18,4.46,3.88,2.68,2.15,3.32,4.95,2020-02-05,SG
11868,15.79,1.27,0.48,17.67,0.13,1.67,6.1,0.22,0.14,4.27,3.82,2.69,1.92,3.21,4.92,2020-02-06,SG
11869,25.03,1.98,0.59,24.97,0.13,1.7,4.76,0.15,0.17,3.79,3.94,2.6,1.61,3.08,4.79,2020-02-07,SG
11870,23.24,1.64,0.61,20.8,0.13,1.89,5.4,0.15,0.15,4.34,4.04,2.9,1.74,3.21,5.09,2020-02-08,SG
11871,41.78,2.66,0.7,19.99,0.14,1.96,5.8,0.17,0.21,4.52,4.67,2.88,1.91,3.84,5.67,2020-02-09,SG
11872,41.44,2.44,0.65,19.02,0.17,2.12,6.17,0.18,0.2,4.67,5.19,2.88,2.15,3.75,5.33,2020-02-10,SG
11873,33.82,2.01,0.64,16.97,0.16,1.9,6.06,0.28,0.15,4.44,4.37,2.65,2.14,3.52,4.99,2020-02-11,SG
11874,30.09,1.9,0.58,16.01,0.14,1.77,6.11,0.18,0.19,4.61,4.13,2.48,2.0,3.42,4.93,2020-02-12,SG
11875,25.25,1.45,0.55,14.41,0.16,1.67,5.67,0.2,0.19,4.31,3.86,2.29,1.95,2.95,4.57,2020-02-13,SG
11876,19.43,1.29,0.46,13.43,0.12,1.55,5.33,0.18,0.16,4.08,3.51,2.31,1.81,2.85,3.87,2020-02-14,SG
11877,16.47,1.03,0.44,12.87,0.13,1.41,6.07,0.21,0.17,4.52,3.41,2.52,1.9,2.92,4.33,2020-02-15,SG
11878,20.33,1.36,0.5,13.94,0.1,1.54,6.18,0.21,0.24,4.83,3.36,2.5,2.1,3.36,5.03,2020-02-16,SG
11879,18.9,1.24,0.45,12.88,0.11,1.55,6.43,0.22,0.21,5.07,3.21,2.74,2.05,3.22,4.43,2020-02-17,SG
11880,16.45,1.06,0.51,10.98,0.1,1.3,6.29,0.22,0.19,4.53,2.92,2.38,2.05,3.06,4.38,2020-02-18,SG
11881,15.4,1.0,0.46,10.22,0.13,1.31,6.33,0.19,0.17,4.74,2.83,2.11,1.95,3.0,4.47,2020-02-19,SG
11882,14.67,0.9,0.43,9.75,0.1,1.12,5.95,0.18,0.19,4.54,2.51,2.02,1.81,2.92,4.36,2020-02-20,SG
11883,10.88,0.76,0.4,8.86,0.08,1.07,5.24,0.2,0.13,4.0,2.37,1.91,1.75,2.55,3.71,2020-02-21,SG
11884,10.1,0.78,0.39,8.95,0.06,1.04,5.54,0.18,0.14,4.5,2.52,2.14,1.85,2.87,4.29,2020-02-22,SG
11885,12.71,1.15,0.43,9.66,0.1,1.22,6.33,0.21,0.18,4.86,2.68,2.08,2.11,3.04,4.86,2020-02-23,SG
11886,11.99,1.09,0.44,9.1,0.07,1.26,6.26,0.28,0.17,4.66,2.54,2.14,2.1,3.08,4.45,2020-02-24,SG
11887,11.81,1.01,0.42,8.89,0.07,1.19,6.5,0.25,0.19,4.58,2.44,1.97,1.94,2.81,4.34,2020-02-25,SG
11888,11.36,0.91,0.39,8.4,0.1,1.05,6.15,0.24,0.2,4.88,2.39,1.93,1.99,2.81,4.21,2020-02-26,SG
11889,10.92,0.79,0.38,8.47,0.08,1.07,5.69,0.23,0.14,4.37,2.37,1.83,1.81,2.71,4.14,2020-02-27,SG
11890,8.81,0.61,0.33,7.99,0.09,0.93,5.24,0.2,0.15,4.04,2.2,1.88,1.74,2.62,3.71,2020-02-28,SG
11891,8.88,0.57,0.33,7.71,0.11,0.97,5.56,0.19,0.16,4.23,2.37,2.04,1.81,2.64,3.76,2020-02-29,SG
11892,10.21,0.74,0.33,8.67,0.09,1.15,6.02,0.21,0.18,4.59,4.04,1.96,1.98,2.95,4.4,2020-03-01,SG
11893,10.17,0.81,0.4,8.46,0.11,1.12,6.25,0.2,0.18,4.69,2.79,2.1,2.1,3.08,4.41,2020-03-02,SG
11894,10.2,0.76,0.35,8.96,0.09,1.07,6.3,0.22,0.14,4.6,2.6,1.87,1.96,2.9,4.39,2020-03-03,SG
11895,9.73,0.71,0.4,8.89,0.08,1.12,6.19,0.24,0.16,4.42,2.34,1.84,2.02,2.79,4.2,2020-03-04,SG
11896,9.36,0.7,0.36,7.98,0.07,1.0,5.93,0.21,0.15,4.31,2.38,1.8,1.77,2.75,4.27,2020-03-05,SG
11897,8.68,0.57,0.36,7.51,0.11,1.03,5.16,0.16,0.14,4.16,2.21,1.76,1.69,2.5,3.75,2020-03-06,SG
11898,8.0,0.5,0.32,7.34,0.11,1.02,5.21,0.21,0.13,4.26,2.08,1.88,1.65,2.55,3.86,2020-03-07,SG
11899,9.53,0.82,0.35,8.19,0.09,1.13,5.66,0.21,0.22,4.62,2.39,1.82,1.94,2.96,4.34,2020-03-08,SG
11900,10.95,0.83,0.35,8.99,0.12,1.23,6.26,0.19,0.2,4.52,2.49,1.93,1.98,2.87,4.21,2020-03-09,SG
11901,11.12,0.91,0.35,9.75,0.12,1.27,6.3,0.24,0.21,4.42,2.73,2.25,1.93,2.75,4.08,2020-03-10,SG
11902,11.24,0.86,0.37,10.08,0.08,1.22,6.23,0.2,0.18,4.41,2.69,2.12,1.85,2.83,4.25,2020-03-11,SG
11903,11.83,0.95,0.45,10.14,0.11,1.32,6.28,0.19,0.18,4.18,2.78,1.92,1.77,2.66,4.12,2020-03-12,SG
11904,10.88,0.89,0.39,9.43,0.09,1.21,5.17,0.16,0.16,3.88,2.79,1.86,1.65,2.42,3.63,2020-03-13,SG
11905,10.52,0.84,0.37,9.26,0.1,1.24,5.16,0.16,0.17,4.08,2.85,2.22,1.81,2.67,4.19,2020-03-14,SG
11906,13.05,1.03,0.41,10.83,0.12,1.39,5.41,0.19,0.18,4.33,3.16,1.95,1.86,2.67,4.77,2020-03-15,SG
11907,13.31,1.01,0.47,10.33,0.12,1.44,5.52,0.23,0.21,4.26,3.29,1.97,1.85,2.61,4.16,2020-03-16,SG
11908,15.48,1.05,0.42,11.11,0.15,1.49,5.68,0.18,0.17,4.44,3.32,2.1,1.73,2.63,4.26,2020-03-17,SG
11909,15.14,1.14,0.45,10.76,0.16,1.59,5.63,0.17,0.14,4.73,3.25,2.01,1.73,2.5,4.27,2020-03-18,SG
11910,13.35,1.1,0.41,9.99,0.13,1.5,5.36,0.21,0.13,5.21,3.13,2.1,1.84,2.61,4.09,2020-03-19,SG
11911,12.58,0.98,0.47,11.6,0.14,1.44,4.94,0.14,0.16,4.0,3.15,2.09,1.67,2.52,4.43,2020-03-20,SG
11912,12.04,0.96,0.5,11.36,0.1,1.66,5.15,0.19,0.16,4.23,3.13,2.17,1.72,2.41,5.26,2020-03-21,SG
11913,15.21,1.1,0.39,10.88,0.13,1.73,5.27,0.18,0.2,4.4,3.23,2.16,1.86,2.81,4.34,2020-03-22,SG
11914,15.85,1.08,0.49,10.74,0.14,1.84,5.8,0.21,0.18,4.48,3.37,2.22,1.89,2.78,4.37,2020-03-23,SG
11915,14.12,1.19,0.5,10.9,0.14,1.78,5.59,0.2,0.18,4.65,3.27,2.11,1.8,2.51,4.27,2020-03-24,SG
11916,14.26,1.15,0.45,10.79,0.14,1.71,5.26,0.23,0.18,4.28,3.33,2.08,1.65,2.37,4.15,2020-03-25,SG
11917,14.22,1.1,0.41,10.25,0.15,1.65,4.99,0.16,0.16,4.0,3.03,2.07,1.58,2.35,3.87,2020-03-26,SG
11918,11.73,0.73,0.34,9.42,0.11,1.59,4.76,0.16,0.16,3.67,2.91,1.93,1.51,2.13,3.6,2020-03-27,SG
11919,11.01,0.65,0.41,9.47,0.17,1.69,5.0,0.19,0.17,4.2,3.08,2.08,1.59,2.4,4.77,2020-03-28,SG
11920,12.5,0.89,0.42,9.88,0.13,1.64,5.55,0.2,0.19,4.32,3.64,2.27,1.84,2.66,4.18,2020-03-29,SG
11921,12.82,1.1,0.41,10.13,0.13,1.79,5.95,0.21,0.19,4.48,3.34,2.21,1.81,2.54,3.96,2020-03-30,SG
11922,12.15,0.83,0.43,8.69,0.13,1.53,5.58,0.2,0.16,4.04,2.8,1.95,1.7,2.35,3.68,2020-03-31,SG
11923,11.46,0.77,0.49,8.36,0.18,1.48,5.44,0.18,0.17,4.7,2.65,1.86,1.53,2.14,3.72,2020-04-01,SG
11924,10.74,0.69,0.53,8.15,0.17,1.49,5.06,0.19,0.15,3.95,2.65,1.84,1.6,2.24,3.49,2020-04-02,SG
11925,8.73,0.75,0.35,7.55,0.15,1.54,3.98,0.13,0.16,3.42,2.41,1.6,1.28,1.94,3.12,2020-04-03,SG
11926,8.39,0.66,0.32,7.8,0.13,1.55,4.48,0.17,0.18,4.07,2.58,1.78,1.52,2.06,3.21,2020-04-04,SG
11927,9.42,0.81,0.4,8.07,0.15,1.64,4.3,0.2,0.19,3.93,2.8,1.83,1.53,2.2,3.54,2020-04-05,SG
11928,8.84,0.69,0.36,6.99,0.11,1.39,4.28,0.2,0.16,3.77,2.41,1.57,1.46,2.08,3.23,2020-04-06,SG
11929,8.28,0.6,0.34,6.69,0.13,1.29,4.46,0.17,0.16,3.52,2.14,1.49,1.37,2.03,3.21,2020-04-07,SG
11930,7.41,0.59,0.34,7.11,0.1,1.27,4.55,0.17,0.14,3.76,2.01,1.43,1.43,1.97,3.11,2020-04-08,SG
11931,7.04,0.52,0.32,6.48,0.12,1.19,4.36,0.21,0.13,3.85,2.03,1.54,1.38,1.9,3.11,2020-04-09,SG
11932,6.81,0.45,0.33,6.33,0.09,1.11,4.19,0.2,0.17,4.09,2.08,1.63,1.53,2.07,3.42,2020-04-10,SG
11933,6.74,0.39,0.33,6.11,0.07,1.1,4.39,0.21,0.16,3.9,1.95,1.76,1.47,2.06,3.29,2020-04-11,SG
11934,7.29,0.44,0.33,5.89,0.14,1.12,4.85,0.21,0.14,3.78,1.86,1.5,1.62,2.25,3.54,2020-04-12,SG
11935,6.78,0.5,0.32,5.75,0.11,1.15,4.86,0.19,0.17,3.84,1.79,1.45,1.62,2.25,3.5,2020-04-13,SG
11936,7.52,0.56,0.33,5.81,0.1,1.19,5.27,0.2,0.18,4.11,1.85,1.41,1.64,2.22,3.5,2020-04-14,SG
11937,7.1,0.47,0.34,5.39,0.12,1.06,5.12,0.13,0.15,3.88,1.75,1.48,1.68,2.16,3.36,2020-04-15,SG
11938,6.36,0.51,0.29,5.41,0.13,1.05,4.99,0.18,0.16,3.93,1.73,1.51,1.55,2.09,3.34,2020-04-16,SG
11939,5.79,0.43,0.29,5.09,0.11,1.02,4.51,0.2,0.15,3.74,1.61,1.48,1.53,2.1,3.03,2020-04-17,SG
11940,6.09,0.42,0.29,5.14,0.08,0.99,4.68,0.21,0.18,4.21,1.72,1.53,1.63,2.17,3.15,2020-04-18,SG
11941,7.75,0.48,0.28,5.23,0.13,1.0,5.39,0.21,0.15,4.25,1.69,1.45,1.64,2.23,3.89,2020-04-19,SG
11942,8.86,0.49,0.35,5.01,0.12,1.02,5.48,0.23,0.18,4.18,1.53,1.44,1.75,2.4,3.78,2020-04-20,SG
11943,6.97,0.43,0.28,4.75,0.08,0.96,4.52,0.2,0.13,3.75,1.5,1.25,1.48,2.23,3.32,2020-04-21,SG
11944,6.59,0.43,0.29,4.83,0.1,0.98,5.21,0.22,0.19,3.96,1.51,1.25,1.56,2.13,3.46,2020-04-22,SG
11945,6.07,0.37,0.31,4.67,0.08,0.96,4.94,0.22,0.17,3.9,1.44,1.29,1.67,2.19,3.43,2020-04-23,SG
11946,5.32,0.32,0.26,4.53,0.06,0.94,4.43,0.18,0.17,4.22,1.34,1.22,1.49,2.01,3.1,2020-04-24,SG
11947,5.13,0.34,0.33,4.23,0.1,0.89,4.52,0.17,0.18,4.38,1.39,1.41,1.64,2.19,3.31,2020-04-25,SG
11948,5.53,0.39,0.36,4.5,0.1,0.94,5.24,0.22,0.15,4.24,1.41,1.39,1.79,2.43,3.74,2020-04-26,SG
11949,6.63,0.33,0.44,4.54,0.11,0.99,5.49,0.22,0.15,4.13,1.35,1.28,1.8,2.44,3.78,2020-04-27,SG
11950,6.55,0.38,0.3,4.46,0.09,1.02,5.51,0.2,0.15,4.04,1.36,1.41,1.79,2.37,3.6,2020-04-28,SG
11951,5.97,0.34,0.28,4.45,0.08,0.98,5.31,0.2,0.15,3.93,1.34,1.26,1.64,2.21,3.59,2020-04-29,SG
11952,5.08,0.25,0.33,3.92,0.07,0.85,4.35,0.2,0.13,3.75,1.26,1.16,1.55,2.05,3.06,2020-04-30,SG
11953,4.7,0.26,0.28,4.0,0.08,0.84,4.66,0.21,0.15,4.08,1.35,1.21,1.64,2.22,3.39,2020-05-01,SG
11954,4.74,0.3,0.31,3.98,0.07,0.85,4.82,0.19,0.17,4.14,1.31,1.37,1.67,2.37,3.42,2020-05-02,SG
11955,5.08,0.26,0.3,4.14,0.1,1.0,5.42,0.21,0.16,4.29,1.27,1.25,1.88,2.38,3.58,2020-05-03,SG
11956,5.23,0.3,0.26,4.53,0.09,0.96,5.27,0.26,0.19,4.22,1.26,1.2,1.82,2.42,3.46,2020-05-04,SG
11957,6.03,0.32,0.28,4.13,0.09,0.95,5.23,0.22,0.16,4.21,1.24,1.34,1.72,2.28,3.5,2020-05-05,SG
11958,5.38,0.2,0.27,3.85,0.08,0.9,4.91,0.24,0.14,4.08,1.23,1.29,1.57,2.19,3.33,2020-05-06,SG
11959,5.19,0.29,0.28,3.92,0.08,0.96,5.43,0.21,0.2,4.31,1.19,1.27,1.78,2.41,3.42,2020-05-07,SG
11960,5.29,0.26,0.24,3.9,0.07,0.83,5.03,0.22,0.2,4.11,1.24,1.27,1.71,2.14,3.32,2020-05-08,SG
11961,5.88,0.26,0.25,3.49,0.1,0.84,5.13,0.21,0.16,4.34,1.2,1.27,1.61,2.18,3.36,2020-05-09,SG
11962,6.78,0.27,0.29,3.92,0.06,1.07,5.48,0.24,0.16,4.36,1.44,1.24,1.78,2.36,3.73,2020-05-10,SG
11963,7.1,0.3,0.24,4.03,0.12,0.98,5.61,0.23,0.17,4.38,1.29,1.14,1.97,2.48,3.68,2020-05-11,SG
11964,6.64,0.29,0.29,3.78,0.11,0.91,5.59,0.26,0.2,4.47,1.26,1.14,1.85,2.39,3.65,2020-05-12,SG
11965,6.78,0.23,0.29,3.86,0.08,0.9,5.4,0.23,0.14,4.36,1.24,1.2,1.75,2.3,3.71,2020-05-13,SG
11966,6.6,0.26,0.32,3.93,0.08,0.93,5.34,0.23,0.18,4.37,1.15,1.23,1.75,2.35,3.57,2020-05-14,SG
11967,6.58,0.23,0.29,3.79,0.1,0.84,5.0,0.21,0.13,4.3,1.15,1.25,1.63,2.1,3.19,2020-05-15,SG
11968,5.8,0.22,0.28,3.62,0.1,0.84,5.03,0.24,0.17,4.87,1.19,1.4,1.82,2.32,3.52,2020-05-16,SG
11969,6.12,0.25,0.28,3.85,0.07,0.85,5.61,0.24,0.15,4.39,1.16,1.65,1.87,2.39,3.81,2020-05-17,SG
11970,8.48,0.32,0.29,3.83,0.12,0.92,5.78,0.23,0.2,4.54,1.19,1.38,1.83,2.33,3.62,2020-05-18,SG
11971,6.44,0.23,0.3,3.6,0.1,0.93,5.56,0.22,0.19,4.28,1.11,1.27,1.69,2.43,3.9,2020-05-19,SG
11972,6.22,0.27,0.32,3.79,0.09,0.93,5.53,0.24,0.14,4.25,1.26,1.18,1.68,2.3,3.78,2020-05-20,SG
11973,6.38,0.25,0.3,3.63,0.13,0.89,5.36,0.24,0.19,4.38,1.22,1.14,1.57,2.26,3.52,2020-05-21,SG
11974,5.21,0.2,0.28,3.5,0.07,0.78,4.95,0.23,0.16,4.14,1.18,1.09,1.49,2.02,3.29,2020-05-22,SG
11975,4.7,0.18,0.28,3.35,0.08,0.73,4.84,0.24,0.15,4.63,1.07,1.19,1.63,2.04,3.37,2020-05-23,SG
11976,4.87,0.2,0.25,3.47,0.09,0.77,5.23,0.25,0.18,4.59,1.15,1.22,1.68,2.21,3.7,2020-05-24,SG
11977,5.27,0.26,0.28,3.72,0.11,0.85,5.84,0.25,0.17,4.72,1.23,1.28,1.82,2.36,4.05,2020-05-25,SG
11978,5.75,0.23,0.26,3.68,0.1,0.87,5.42,0.25,0.13,4.54,1.17,1.32,1.79,2.4,3.57,2020-05-26,SG
11979,5.91,0.29,0.31,3.79,0.1,0.92,5.87,0.24,0.15,4.25,1.23,1.23,1.73,2.28,3.53,2020-05-27,SG
11980,5.37,0.27,0.28,3.64,0.07,0.87,5.25,0.22,0.17,4.26,1.11,1.19,1.75,2.21,3.32,2020-05-28,SG
11981,5.04,0.24,0.26,3.36,0.12,0.86,4.97,0.24,0.16,4.29,1.12,1.16,1.64,2.15,3.15,2020-05-29,SG
11982,4.87,0.21,0.28,3.46,0.09,0.88,5.08,0.15,0.17,4.56,1.1,1.24,1.75,2.16,3.42,2020-05-30,SG
11983,5.37,0.25,0.25,3.38,0.1,0.85,5.33,0.2,0.16,4.38,1.17,1.28,1.78,2.29,3.45,2020-05-31,SG
11984,6.3,0.39,0.33,3.73,0.09,0.88,5.6,0.25,0.14,4.1,1.17,1.18,1.8,2.3,3.39,2020-06-01,SG
11985,6.19,0.34,0.32,3.75,0.1,0.96,5.72,0.21,0.17,4.87,1.16,1.25,1.69,2.34,3.46,2020-06-02,SG
11986,9.55,0.4,0.25,3.77,0.1,0.9,5.88,0.25,0.17,4.42,1.2,1.29,1.7,2.28,3.54,2020-06-03,SG
11987,7.08,0.34,0.28,3.48,0.07,0.81,5.41,0.24,0.16,4.17,1.12,1.21,1.68,2.32,3.32,2020-06-04,SG
11988,6.0,0.28,0.34,3.36,0.07,0.78,4.86,0.29,0.15,4.14,1.11,1.17,1.54,2.02,3.07,2020-06-05,SG
11989,6.0,0.28,0.29,3.7,0.11,0.79,5.18,0.19,0.15,4.46,1.21,1.28,1.61,2.19,3.49,2020-06-06,SG
11990,6.9,0.35,0.3,3.96,0.08,1.02,5.86,0.23,0.16,4.49,1.24,1.3,1.84,2.47,3.67,2020-06-07,SG
11991,7.49,0.36,0.31,3.94,0.11,0.96,5.94,0.26,0.21,4.8,1.29,1.34,1.79,2.55,3.64,2020-06-08,SG
11992,8.25,0.4,0.34,4.09,0.12,1.0,6.23,0.25,0.19,4.53,1.32,1.36,1.89,2.51,3.91,2020-06-09,SG
11993,7.67,0.34,0.28,3.75,0.1,0.98,6.13,0.21,0.14,4.42,1.26,1.17,1.83,2.29,3.67,2020-06-10,SG
11994,6.84,0.32,0.29,3.88,0.12,0.95,5.73,0.25,0.19,4.55,1.18,1.26,1.72,2.32,3.72,2020-06-11,SG
11995,7.23,0.26,0.34,3.4,0.09,0.82,5.12,0.22,0.15,4.15,1.18,1.13,1.56,2.08,3.48,2020-06-12,SG
11996,7.36,0.28,0.31,3.53,0.07,0.77,5.3,0.21,0.17,4.48,1.2,1.31,1.64,2.18,3.8,2020-06-13,SG
11997,7.64,0.32,0.34,3.69,0.09,0.91,5.82,0.24,0.19,4.78,1.24,1.3,1.85,2.54,3.98,2020-06-14,SG
11998,7.42,0.36,0.32,3.75,0.1,0.94,5.66,0.18,0.19,4.76,1.25,1.33,1.75,2.43,3.7,2020-06-15,SG
11999,7.47,0.35,0.33,3.96,0.1,0.87,5.84,0.26,0.17,4.44,1.26,1.21,1.78,2.42,3.7,2020-06-16,SG
12000,7.13,0.34,0.32,3.59,0.08,0.84,5.64,0.23,0.19,4.26,1.19,1.18,1.78,2.3,3.67,2020-06-17,SG
12001,7.03,0.35,0.34,3.52,0.04,0.79,5.4,0.23,0.16,4.26,1.19,1.09,1.68,2.18,3.43,2020-06-18,SG
12002,6.45,0.29,0.33,3.26,0.07,0.78,4.9,0.18,0.14,4.18,1.14,1.21,1.77,2.25,3.32,2020-06-19,SG
12003,6.26,0.26,0.33,3.36,0.08,0.77,4.94,0.18,0.13,4.04,1.1,1.29,1.7,2.35,3.54,2020-06-20,SG
12004,7.31,0.35,0.44,3.64,0.08,0.92,5.55,0.19,0.18,4.33,1.32,1.17,1.86,2.64,3.9,2020-06-21,SG
12005,8.0,0.4,0.36,3.66,0.09,0.84,5.85,0.21,0.21,4.47,1.29,1.24,1.83,2.57,3.76,2020-06-22,SG
12006,8.06,0.29,0.4,3.68,0.09,0.86,5.45,0.22,0.18,4.07,1.22,1.19,1.88,2.34,3.67,2020-06-23,SG
12007,7.95,0.36,0.36,3.65,0.09,0.88,5.74,0.19,0.14,4.06,1.21,1.25,1.81,2.35,3.63,2020-06-24,SG
12008,7.73,0.34,0.39,3.67,0.08,0.84,5.79,0.21,0.16,4.29,1.22,1.19,1.83,2.34,3.75,2020-06-25,SG
12009,6.88,0.32,0.3,3.32,0.07,0.8,5.14,0.17,0.15,4.1,1.2,1.33,1.65,2.27,3.39,2020-06-26,SG
12010,6.41,0.3,0.26,3.39,0.09,0.85,5.13,0.25,0.14,4.41,1.2,1.28,1.66,2.36,3.59,2020-06-27,SG
12011,7.83,0.4,0.26,3.65,0.09,0.85,5.89,0.21,0.15,4.58,1.32,1.37,1.96,2.71,3.91,2020-06-28,SG
12012,8.19,0.41,0.27,3.67,0.07,0.92,6.09,0.23,0.19,4.75,1.33,1.32,2.01,2.63,3.75,2020-06-29,SG
12013,7.36,0.33,0.31,3.58,0.1,0.82,5.73,0.22,0.19,4.36,1.19,1.19,1.83,2.47,3.52,2020-06-30,SG
12014,7.42,0.33,0.31,3.5,0.09,0.8,5.55,0.2,0.17,4.36,1.31,1.2,1.78,2.33,3.67,2020-07-01,SG
12015,8.33,0.38,0.29,3.41,0.09,0.86,5.64,0.21,0.18,4.31,1.29,1.16,1.77,2.36,3.6,2020-07-02,SG
12016,7.66,0.32,0.3,3.25,0.08,0.72,5.19,0.28,0.15,4.17,1.1,1.27,1.71,2.28,3.5,2020-07-03,SG
12017,7.12,0.21,0.31,3.3,0.07,0.77,5.17,0.2,0.13,4.28,1.2,1.24,1.74,2.36,3.76,2020-07-04,SG
12018,7.47,0.27,0.31,3.47,0.1,0.83,5.58,0.22,0.16,4.43,1.15,1.35,1.83,2.5,3.77,2020-07-05,SG
12019,7.96,0.37,0.35,3.79,0.07,0.98,5.87,0.25,0.16,4.56,1.31,1.22,2.02,2.47,3.79,2020-07-06,SG
12020,7.35,0.36,0.32,3.72,0.09,0.9,5.99,0.23,0.17,4.46,1.33,1.2,1.73,2.43,3.83,2020-07-07,SG
12021,7.08,0.34,0.32,3.56,0.08,0.9,5.36,0.2,0.17,4.27,1.28,1.17,1.68,2.29,3.58,2020-07-08,SG
12022,7.13,0.3,0.35,3.34,0.05,0.77,4.77,0.17,0.12,3.79,1.44,1.13,1.49,2.05,3.37,2020-07-09,SG
12023,6.26,0.29,0.33,3.42,0.07,0.61,4.49,0.16,0.15,3.94,1.33,1.14,1.45,1.98,3.05,2020-07-10,SG
12024,6.48,0.32,0.32,3.55,0.08,0.71,5.43,0.2,0.15,4.41,1.52,1.29,1.82,2.44,3.59,2020-07-11,SG
12025,7.43,0.34,0.35,3.76,0.09,0.91,5.97,0.26,0.18,4.69,1.51,1.39,1.99,2.71,4.13,2020-07-12,SG
12026,7.91,0.32,0.41,3.82,0.1,0.92,6.14,0.23,0.21,4.45,1.43,1.28,2.07,2.64,3.82,2020-07-13,SG
