,date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
193786,2021-03-18,IN,-22.0,19.0,-12.0,-6.0,-13.0,9.0
193787,2021-03-19,IN,-21.0,24.0,-13.0,-5.0,-11.0,9.0
193788,2021-03-20,IN,-22.0,19.0,-12.0,-4.0,-2.0,7.0
193789,2021-03-21,IN,-24.0,14.0,-9.0,-4.0,-2.0,7.0
193790,2021-03-22,IN,-21.0,21.0,-10.0,-7.0,-13.0,9.0
193791,2021-03-23,IN,-21.0,19.0,-11.0,-7.0,-15.0,9.0
193792,2021-03-24,IN,-19.0,23.0,-13.0,-4.0,-12.0,9.0
193793,2021-03-25,IN,-19.0,23.0,-12.0,-4.0,-13.0,9.0
193794,2021-03-26,IN,-21.0,25.0,-13.0,-5.0,-14.0,10.0
193795,2021-03-27,IN,-21.0,25.0,-12.0,-2.0,-8.0,7.0
193796,2021-03-28,IN,-30.0,10.0,-15.0,-11.0,-7.0,9.0
193797,2021-03-29,IN,-41.0,-15.0,-22.0,-34.0,-57.0,21.0
193798,2021-03-30,IN,-26.0,13.0,-15.0,-12.0,-25.0,10.0
193799,2021-03-31,IN,-22.0,20.0,-15.0,-7.0,-16.0,9.0
193800,2021-04-01,IN,-22.0,20.0,-13.0,-8.0,-18.0,10.0
193801,2021-04-02,IN,-22.0,25.0,-13.0,-11.0,-30.0,13.0
193802,2021-04-03,IN,-24.0,21.0,-13.0,-7.0,-7.0,8.0
193803,2021-04-04,IN,-28.0,12.0,-13.0,-8.0,-5.0,8.0
193804,2021-04-05,IN,-22.0,23.0,-11.0,-9.0,-19.0,10.0
193805,2021-04-06,IN,-28.0,17.0,-13.0,-12.0,-26.0,11.0
193806,2021-04-07,IN,-25.0,21.0,-17.0,-9.0,-18.0,11.0
193807,2021-04-08,IN,-26.0,20.0,-16.0,-11.0,-19.0,12.0
193808,2021-04-09,IN,-24.0,25.0,-17.0,-10.0,-18.0,12.0
193809,2021-04-10,IN,-35.0,6.0,-24.0,-22.0,-22.0,14.0
193810,2021-04-11,IN,-36.0,3.0,-23.0,-20.0,-11.0,12.0
193811,2021-04-12,IN,-25.0,27.0,-15.0,-13.0,-22.0,12.0
193812,2021-04-13,IN,-30.0,17.0,-19.0,-18.0,-36.0,16.0
193813,2021-04-14,IN,-34.0,13.0,-23.0,-20.0,-39.0,17.0
193814,2021-04-15,IN,-35.0,8.0,-25.0,-22.0,-28.0,15.0
193815,2021-04-16,IN,-36.0,12.0,-27.0,-21.0,-26.0,16.0
193816,2021-04-17,IN,-45.0,-4.0,-34.0,-31.0,-25.0,18.0
193817,2021-04-18,IN,-52.0,-18.0,-37.0,-34.0,-25.0,17.0
193818,2021-04-19,IN,-37.0,12.0,-26.0,-24.0,-30.0,17.0
193819,2021-04-20,IN,-42.0,3.0,-31.0,-29.0,-36.0,19.0
193820,2021-04-21,IN,-44.0,-1.0,-35.0,-31.0,-41.0,21.0
193821,2021-04-22,IN,-45.0,-2.0,-34.0,-32.0,-36.0,19.0
193822,2021-04-23,IN,-46.0,2.0,-35.0,-32.0,-37.0,20.0
193823,2021-04-24,IN,-59.0,-22.0,-44.0,-43.0,-42.0,23.0
193824,2021-04-25,IN,-67.0,-36.0,-47.0,-50.0,-37.0,22.0
193825,2021-04-26,IN,-46.0,1.0,-33.0,-35.0,-40.0,20.0
193826,2021-04-27,IN,-49.0,-4.0,-35.0,-35.0,-42.0,21.0
193827,2021-04-28,IN,-52.0,-9.0,-39.0,-38.0,-42.0,22.0
193828,2021-04-29,IN,-53.0,-12.0,-39.0,-40.0,-44.0,23.0
193829,2021-04-30,IN,-51.0,-3.0,-38.0,-37.0,-43.0,22.0
193830,2021-05-01,IN,-64.0,-28.0,-48.0,-49.0,-53.0,26.0
193831,2021-05-02,IN,-69.0,-39.0,-50.0,-54.0,-40.0,22.0
193832,2021-05-03,IN,-55.0,-14.0,-40.0,-43.0,-47.0,23.0
193833,2021-05-04,IN,-57.0,-15.0,-40.0,-43.0,-49.0,24.0
193834,2021-05-05,IN,-59.0,-20.0,-44.0,-44.0,-48.0,24.0
193835,2021-05-06,IN,-61.0,-23.0,-44.0,-47.0,-49.0,25.0
193836,2021-05-07,IN,-61.0,-17.0,-43.0,-46.0,-48.0,25.0
193837,2021-05-08,IN,-64.0,-26.0,-47.0,-49.0,-46.0,25.0
193838,2021-05-09,IN,-64.0,-30.0,-47.0,-47.0,-33.0,20.0
193839,2021-05-10,IN,-64.0,-26.0,-44.0,-53.0,-52.0,27.0
193840,2021-05-11,IN,-63.0,-24.0,-44.0,-51.0,-53.0,26.0
193841,2021-05-12,IN,-64.0,-24.0,-45.0,-50.0,-52.0,26.0
193842,2021-05-13,IN,-63.0,-23.0,-43.0,-50.0,-54.0,26.0
193843,2021-05-14,IN,-65.0,-25.0,-44.0,-52.0,-60.0,28.0
193844,2021-05-15,IN,-68.0,-31.0,-47.0,-53.0,-49.0,25.0
193845,2021-05-16,IN,-70.0,-40.0,-49.0,-55.0,-38.0,22.0
193846,2021-05-17,IN,-65.0,-29.0,-43.0,-54.0,-52.0,26.0
193847,2021-05-18,IN,-65.0,-30.0,-44.0,-54.0,-55.0,26.0
193848,2021-05-19,IN,-64.0,-29.0,-46.0,-52.0,-51.0,26.0
193849,2021-05-20,IN,-64.0,-28.0,-43.0,-53.0,-51.0,26.0
193850,2021-05-21,IN,-62.0,-21.0,-42.0,-50.0,-49.0,26.0
193851,2021-05-22,IN,-65.0,-28.0,-46.0,-51.0,-45.0,25.0
193852,2021-05-23,IN,-63.0,-26.0,-44.0,-44.0,-30.0,19.0
193853,2021-05-24,IN,-61.0,-24.0,-39.0,-50.0,-48.0,25.0
193854,2021-05-25,IN,-61.0,-26.0,-40.0,-50.0,-50.0,25.0
193855,2021-05-26,IN,-62.0,-28.0,-42.0,-51.0,-52.0,26.0
193856,2021-05-27,IN,-61.0,-25.0,-40.0,-50.0,-48.0,25.0
193857,2021-05-28,IN,-59.0,-18.0,-36.0,-48.0,-45.0,24.0
193858,2021-05-29,IN,-62.0,-24.0,-39.0,-48.0,-39.0,22.0
193859,2021-05-30,IN,-62.0,-28.0,-38.0,-46.0,-28.0,19.0
193860,2021-05-31,IN,-54.0,-15.0,-31.0,-45.0,-42.0,22.0
193861,2021-06-01,IN,-51.0,-10.0,-30.0,-41.0,-43.0,21.0
193862,2021-06-02,IN,-49.0,-5.0,-30.0,-38.0,-39.0,21.0
193863,2021-06-03,IN,-50.0,-8.0,-29.0,-40.0,-40.0,21.0
193864,2021-06-04,IN,-49.0,-3.0,-29.0,-39.0,-38.0,21.0
193865,2021-06-05,IN,-56.0,-16.0,-34.0,-41.0,-33.0,20.0
193866,2021-06-06,IN,-58.0,-22.0,-34.0,-40.0,-25.0,17.0
193867,2021-06-07,IN,-44.0,1.0,-25.0,-35.0,-35.0,19.0
193868,2021-06-08,IN,-43.0,2.0,-24.0,-33.0,-36.0,18.0
193869,2021-06-09,IN,-42.0,5.0,-25.0,-32.0,-34.0,18.0
193870,2021-06-10,IN,-42.0,2.0,-24.0,-33.0,-34.0,19.0
193871,2021-06-11,IN,-39.0,11.0,-24.0,-30.0,-32.0,18.0
193872,2021-06-12,IN,-48.0,-6.0,-30.0,-35.0,-32.0,18.0
193873,2021-06-13,IN,-51.0,-14.0,-29.0,-33.0,-22.0,14.0
193874,2021-06-14,IN,-36.0,10.0,-20.0,-28.0,-32.0,16.0
193875,2021-06-15,IN,-37.0,7.0,-20.0,-28.0,-33.0,16.0
193876,2021-06-16,IN,-36.0,10.0,-22.0,-26.0,-31.0,15.0
193877,2021-06-17,IN,-37.0,6.0,-22.0,-28.0,-31.0,16.0
193878,2021-06-18,IN,-35.0,14.0,-21.0,-26.0,-29.0,15.0
193879,2021-06-19,IN,-44.0,-2.0,-27.0,-30.0,-25.0,14.0
193880,2021-06-20,IN,-47.0,-11.0,-26.0,-29.0,-21.0,12.0
193881,2021-06-21,IN,-31.0,15.0,-16.0,-23.0,-31.0,13.0
193882,2021-06-22,IN,-32.0,13.0,-17.0,-23.0,-32.0,13.0
193883,2021-06-23,IN,-30.0,16.0,-18.0,-20.0,-28.0,13.0
193884,2021-06-24,IN,-31.0,13.0,-17.0,-22.0,-30.0,14.0
193885,2021-06-25,IN,-29.0,20.0,-17.0,-20.0,-27.0,13.0
193886,2021-06-26,IN,-38.0,5.0,-22.0,-24.0,-25.0,13.0
193887,2021-06-27,IN,-43.0,-6.0,-21.0,-24.0,-16.0,11.0
193888,2021-06-28,IN,-26.0,19.0,-13.0,-19.0,-27.0,12.0
193889,2021-06-29,IN,-29.0,14.0,-16.0,-20.0,-29.0,12.0
193890,2021-06-30,IN,-28.0,16.0,-18.0,-18.0,-26.0,11.0
193891,2021-07-01,IN,-26.0,18.0,-14.0,-17.0,-27.0,12.0
193892,2021-07-02,IN,-25.0,26.0,-14.0,-15.0,-24.0,13.0
193893,2021-07-03,IN,-33.0,13.0,-18.0,-17.0,-19.0,12.0
193894,2021-07-04,IN,-37.0,3.0,-16.0,-17.0,-15.0,10.0
193895,2021-07-05,IN,-20.0,28.0,-9.0,-12.0,-24.0,11.0
193896,2021-07-06,IN,-22.0,23.0,-10.0,-13.0,-25.0,12.0
193897,2021-07-07,IN,-22.0,24.0,-13.0,-11.0,-23.0,11.0
193898,2021-07-08,IN,-23.0,23.0,-12.0,-14.0,-23.0,12.0
193899,2021-07-09,IN,-21.0,31.0,-11.0,-11.0,-22.0,12.0
193900,2021-07-10,IN,-29.0,16.0,-16.0,-13.0,-21.0,12.0
193901,2021-07-11,IN,-33.0,7.0,-14.0,-12.0,-12.0,10.0
193902,2021-07-12,IN,-21.0,26.0,-9.0,-11.0,-25.0,11.0
193903,2021-07-13,IN,-23.0,22.0,-11.0,-12.0,-26.0,12.0
193904,2021-07-14,IN,-21.0,25.0,-13.0,-10.0,-22.0,11.0
193905,2021-07-15,IN,-20.0,25.0,-10.0,-11.0,-22.0,11.0
193906,2021-07-16,IN,-20.0,30.0,-11.0,-10.0,-21.0,12.0
193907,2021-07-17,IN,-29.0,16.0,-16.0,-12.0,-14.0,10.0
193908,2021-07-18,IN,-32.0,7.0,-15.0,-12.0,-10.0,10.0
193909,2021-07-19,IN,-22.0,23.0,-13.0,-13.0,-24.0,13.0
193910,2021-07-20,IN,-21.0,26.0,-11.0,-10.0,-24.0,12.0
193911,2021-07-21,IN,-26.0,16.0,-14.0,-19.0,-37.0,16.0
193912,2021-07-22,IN,-24.0,19.0,-13.0,-15.0,-23.0,12.0
193913,2021-07-23,IN,-22.0,27.0,-12.0,-11.0,-20.0,12.0
193914,2021-07-24,IN,-29.0,15.0,-15.0,-13.0,-17.0,11.0
193915,2021-07-25,IN,-32.0,6.0,-14.0,-12.0,-9.0,10.0
193916,2021-07-26,IN,-20.0,26.0,-9.0,-11.0,-19.0,11.0
193917,2021-07-27,IN,-22.0,21.0,-11.0,-12.0,-21.0,12.0
193918,2021-07-28,IN,-22.0,21.0,-16.0,-11.0,-18.0,12.0
193919,2021-07-29,IN,-22.0,21.0,-14.0,-13.0,-18.0,12.0
193920,2021-07-30,IN,-20.0,28.0,-13.0,-11.0,-16.0,12.0
193921,2021-07-31,IN,-25.0,20.0,-15.0,-9.0,-9.0,10.0
193922,2021-08-01,IN,-26.0,15.0,-10.0,-7.0,-7.0,9.0
193923,2021-08-02,IN,-18.0,30.0,-8.0,-9.0,-18.0,11.0
193924,2021-08-03,IN,-17.0,30.0,-7.0,-8.0,-20.0,11.0
193925,2021-08-04,IN,-17.0,31.0,-11.0,-6.0,-16.0,11.0
193926,2021-08-05,IN,-16.0,31.0,-8.0,-7.0,-16.0,11.0
193927,2021-08-06,IN,-15.0,36.0,-9.0,-5.0,-15.0,11.0
193928,2021-08-07,IN,-21.0,26.0,-12.0,-5.0,-7.0,9.0
193929,2021-08-08,IN,-26.0,14.0,-11.0,-7.0,-6.0,10.0
193930,2021-08-09,IN,-14.0,34.0,-5.0,-6.0,-16.0,10.0
193931,2021-08-10,IN,-13.0,35.0,-5.0,-4.0,-17.0,10.0
193932,2021-08-11,IN,-12.0,36.0,-7.0,-2.0,-14.0,9.0
193933,2021-08-12,IN,-14.0,33.0,-7.0,-5.0,-15.0,10.0
193934,2021-08-13,IN,-14.0,37.0,-7.0,-4.0,-14.0,10.0
193935,2021-08-14,IN,-17.0,31.0,-10.0,-3.0,-11.0,9.0
193936,2021-08-15,IN,-23.0,16.0,-5.0,-5.0,-4.0,9.0
193937,2021-08-16,IN,-14.0,34.0,-4.0,-6.0,-18.0,10.0
193938,2021-08-17,IN,-14.0,31.0,-6.0,-5.0,-17.0,10.0
193939,2021-08-18,IN,-14.0,34.0,-9.0,-3.0,-12.0,10.0
193940,2021-08-19,IN,-12.0,37.0,-6.0,-3.0,-16.0,10.0
193941,2021-08-20,IN,-13.0,37.0,-6.0,-5.0,-25.0,12.0
193942,2021-08-21,IN,-15.0,36.0,-8.0,2.0,-9.0,8.0
193943,2021-08-22,IN,-21.0,18.0,-2.0,4.0,-17.0,5.0
193944,2021-08-23,IN,-16.0,27.0,-4.0,-4.0,-20.0,9.0
193945,2021-08-24,IN,-13.0,31.0,-3.0,-1.0,-17.0,9.0
193946,2021-08-25,IN,-13.0,33.0,-6.0,-1.0,-13.0,9.0
193947,2021-08-26,IN,-14.0,29.0,-6.0,-4.0,-14.0,10.0
193948,2021-08-27,IN,-14.0,35.0,-7.0,-3.0,-12.0,10.0
193949,2021-08-28,IN,-18.0,28.0,-9.0,-3.0,-6.0,9.0
193950,2021-08-29,IN,-20.0,21.0,-5.0,-3.0,0.0,8.0
193951,2021-08-30,IN,-15.0,31.0,-1.0,-9.0,-28.0,13.0
193952,2021-08-31,IN,-16.0,26.0,-6.0,-6.0,-18.0,10.0
193953,2021-09-01,IN,-13.0,32.0,-8.0,-2.0,-13.0,10.0
193954,2021-09-02,IN,-13.0,34.0,-7.0,-4.0,-12.0,10.0
193955,2021-09-03,IN,-13.0,37.0,-8.0,-4.0,-10.0,10.0
193956,2021-09-04,IN,-16.0,31.0,-10.0,-2.0,0.0,9.0
193957,2021-09-05,IN,-17.0,26.0,-7.0,-1.0,1.0,9.0
193958,2021-09-06,IN,-14.0,33.0,-5.0,-5.0,-12.0,10.0
193959,2021-09-07,IN,-12.0,34.0,-5.0,-3.0,-14.0,10.0
193960,2021-09-08,IN,-7.0,45.0,-4.0,4.0,-10.0,8.0
193961,2021-09-09,IN,-7.0,46.0,-1.0,5.0,-12.0,8.0
193962,2021-09-10,IN,-14.0,37.0,-3.0,-6.0,-29.0,14.0
193963,2021-09-11,IN,-18.0,26.0,-8.0,-5.0,-12.0,10.0
193964,2021-09-12,IN,-17.0,23.0,-4.0,2.0,0.0,7.0
193965,2021-09-13,IN,-13.0,31.0,-3.0,-3.0,-14.0,10.0
193966,2021-09-14,IN,-13.0,31.0,-2.0,-3.0,-15.0,10.0
193967,2021-09-15,IN,-10.0,36.0,-4.0,1.0,-11.0,9.0
193968,2021-09-16,IN,-12.0,33.0,-3.0,-1.0,-14.0,10.0
193969,2021-09-17,IN,-11.0,39.0,-3.0,-2.0,-13.0,10.0
193970,2021-09-18,IN,-13.0,34.0,-4.0,1.0,-1.0,8.0
193971,2021-09-19,IN,-18.0,24.0,0.0,0.0,-1.0,8.0
193972,2021-09-20,IN,-13.0,31.0,-2.0,-4.0,-12.0,10.0
193973,2021-09-21,IN,-13.0,31.0,-4.0,-3.0,-13.0,10.0
193974,2021-09-22,IN,-11.0,34.0,-6.0,-1.0,-7.0,10.0
193975,2021-09-23,IN,-12.0,32.0,-4.0,-3.0,-8.0,10.0
193976,2021-09-24,IN,-10.0,39.0,-4.0,0.0,-7.0,10.0
193977,2021-09-25,IN,-13.0,32.0,-4.0,1.0,-1.0,8.0
193978,2021-09-26,IN,-15.0,25.0,-3.0,2.0,4.0,8.0
193979,2021-09-27,IN,-19.0,23.0,-6.0,-10.0,-14.0,12.0
193980,2021-09-28,IN,-12.0,33.0,-3.0,-2.0,-11.0,10.0
193981,2021-09-29,IN,-12.0,33.0,-6.0,-3.0,-7.0,10.0
193982,2021-09-30,IN,-10.0,35.0,-2.0,0.0,-7.0,9.0
193983,2021-10-01,IN,-6.0,44.0,-1.0,5.0,-6.0,9.0
193984,2021-10-02,IN,-12.0,36.0,0.0,-2.0,-24.0,12.0
193985,2021-10-03,IN,-11.0,32.0,2.0,5.0,5.0,7.0
193986,2021-10-04,IN,-7.0,41.0,2.0,3.0,-7.0,8.0
193987,2021-10-05,IN,-7.0,41.0,1.0,3.0,-9.0,8.0
193988,2021-10-06,IN,-6.0,45.0,-1.0,3.0,-10.0,9.0
193989,2021-10-07,IN,-7.0,43.0,0.0,3.0,-8.0,9.0
193990,2021-10-08,IN,-6.0,47.0,0.0,6.0,-5.0,8.0
193991,2021-10-09,IN,-8.0,41.0,-1.0,6.0,-3.0,8.0
193992,2021-10-10,IN,-6.0,38.0,5.0,11.0,8.0,6.0
193993,2021-10-11,IN,-4.0,44.0,7.0,4.0,-9.0,8.0
193994,2021-10-12,IN,0.0,50.0,12.0,10.0,-12.0,7.0
193995,2021-10-13,IN,1.0,52.0,12.0,12.0,-13.0,7.0
193996,2021-10-14,IN,3.0,50.0,18.0,10.0,-23.0,8.0
193997,2021-10-15,IN,-1.0,45.0,19.0,0.0,-45.0,14.0
193998,2021-10-16,IN,-11.0,33.0,2.0,2.0,-9.0,8.0
193999,2021-10-17,IN,-12.0,26.0,1.0,8.0,4.0,6.0
194000,2021-10-18,IN,-6.0,37.0,3.0,3.0,-11.0,8.0
194001,2021-10-19,IN,-5.0,42.0,6.0,2.0,-23.0,10.0
194002,2021-10-20,IN,-5.0,42.0,2.0,6.0,-11.0,8.0
194003,2021-10-21,IN,-3.0,45.0,5.0,6.0,-6.0,8.0
194004,2021-10-22,IN,-2.0,51.0,4.0,7.0,-4.0,8.0
194005,2021-10-23,IN,-5.0,44.0,1.0,8.0,2.0,7.0
194006,2021-10-24,IN,-10.0,32.0,0.0,7.0,7.0,7.0
194007,2021-10-25,IN,-4.0,43.0,5.0,5.0,-5.0,8.0
194008,2021-10-26,IN,-3.0,45.0,6.0,7.0,-7.0,8.0
194009,2021-10-27,IN,-1.0,48.0,3.0,8.0,-3.0,8.0
194010,2021-10-28,IN,-2.0,46.0,5.0,6.0,-4.0,8.0
194011,2021-10-29,IN,-2.0,51.0,3.0,6.0,-2.0,9.0
194012,2021-10-30,IN,-3.0,47.0,2.0,10.0,8.0,6.0
194013,2021-10-31,IN,-1.0,47.0,5.0,14.0,18.0,5.0
194014,2021-11-01,IN,6.0,60.0,10.0,9.0,-10.0,8.0
194015,2021-11-02,IN,12.0,75.0,13.0,17.0,-11.0,7.0
194016,2021-11-03,IN,13.0,77.0,13.0,21.0,-16.0,8.0
194017,2021-11-04,IN,0.0,57.0,14.0,1.0,-50.0,16.0
194018,2021-11-05,IN,-5.0,39.0,13.0,-2.0,-46.0,14.0
194019,2021-11-06,IN,-7.0,38.0,12.0,9.0,-29.0,8.0
194020,2021-11-07,IN,-7.0,35.0,12.0,18.0,-6.0,4.0
194021,2021-11-08,IN,-2.0,45.0,14.0,10.0,-16.0,7.0
194022,2021-11-09,IN,0.0,49.0,15.0,12.0,-13.0,7.0
194023,2021-11-10,IN,0.0,48.0,15.0,11.0,-14.0,8.0
194024,2021-11-11,IN,-4.0,40.0,13.0,6.0,-13.0,8.0
194025,2021-11-12,IN,-2.0,49.0,7.0,9.0,-8.0,8.0
194026,2021-11-13,IN,-4.0,43.0,5.0,11.0,-5.0,7.0
194027,2021-11-14,IN,-3.0,40.0,10.0,17.0,3.0,5.0
194028,2021-11-15,IN,-1.0,45.0,11.0,10.0,-10.0,8.0
194029,2021-11-16,IN,1.0,48.0,12.0,11.0,-9.0,7.0
194030,2021-11-17,IN,1.0,49.0,8.0,13.0,-5.0,7.0
194031,2021-11-18,IN,-3.0,43.0,8.0,9.0,-7.0,8.0
194032,2021-11-19,IN,-2.0,48.0,11.0,6.0,-20.0,11.0
194033,2021-11-20,IN,-3.0,43.0,7.0,13.0,1.0,6.0
194034,2021-11-21,IN,-2.0,39.0,14.0,18.0,2.0,4.0
194035,2021-11-22,IN,0.0,46.0,13.0,11.0,-8.0,7.0
194036,2021-11-23,IN,0.0,46.0,12.0,11.0,-7.0,7.0
194037,2021-11-24,IN,2.0,49.0,9.0,13.0,-4.0,7.0
194038,2021-11-25,IN,1.0,46.0,11.0,11.0,-5.0,7.0
194039,2021-11-26,IN,1.0,52.0,10.0,12.0,-4.0,8.0
194040,2021-11-27,IN,-3.0,43.0,8.0,13.0,1.0,7.0
194041,2021-11-28,IN,-3.0,39.0,13.0,16.0,5.0,5.0
194042,2021-11-29,IN,0.0,45.0,14.0,11.0,-7.0,7.0
194043,2021-11-30,IN,1.0,47.0,14.0,13.0,-7.0,7.0
194044,2021-12-01,IN,-1.0,45.0,7.0,12.0,-4.0,7.0
194045,2021-12-02,IN,-1.0,44.0,7.0,10.0,-4.0,8.0
194046,2021-12-03,IN,1.0,55.0,10.0,12.0,-1.0,8.0
194047,2021-12-04,IN,-2.0,45.0,6.0,13.0,8.0,7.0
194048,2021-12-05,IN,-2.0,41.0,11.0,15.0,6.0,6.0
194049,2021-12-06,IN,1.0,47.0,13.0,11.0,-4.0,8.0
194050,2021-12-07,IN,3.0,50.0,16.0,15.0,-3.0,6.0
194051,2021-12-08,IN,5.0,53.0,13.0,17.0,1.0,6.0
194052,2021-12-09,IN,2.0,47.0,12.0,13.0,1.0,7.0
194053,2021-12-10,IN,4.0,54.0,12.0,16.0,3.0,6.0
194054,2021-12-11,IN,1.0,48.0,12.0,16.0,5.0,5.0
194055,2021-12-12,IN,1.0,43.0,17.0,21.0,11.0,4.0
194056,2021-12-13,IN,2.0,47.0,16.0,14.0,0.0,6.0
194057,2021-12-14,IN,1.0,47.0,13.0,13.0,0.0,7.0
194058,2021-12-15,IN,2.0,51.0,10.0,15.0,5.0,6.0
194059,2021-12-16,IN,2.0,46.0,10.0,12.0,3.0,7.0
194060,2021-12-17,IN,3.0,51.0,9.0,12.0,5.0,8.0
194061,2021-12-18,IN,0.0,44.0,8.0,15.0,15.0,6.0
194062,2021-12-19,IN,1.0,40.0,14.0,16.0,14.0,5.0
194063,2021-12-20,IN,2.0,48.0,13.0,11.0,4.0,7.0
194064,2021-12-21,IN,3.0,48.0,13.0,12.0,3.0,7.0
194065,2021-12-22,IN,3.0,51.0,10.0,15.0,7.0,7.0
194066,2021-12-23,IN,4.0,50.0,12.0,14.0,5.0,7.0
194067,2021-12-24,IN,9.0,59.0,16.0,18.0,2.0,7.0
194068,2021-12-25,IN,3.0,43.0,19.0,12.0,-12.0,8.0
194069,2021-12-26,IN,-2.0,33.0,18.0,17.0,13.0,4.0
194070,2021-12-27,IN,3.0,46.0,19.0,13.0,-1.0,7.0
194071,2021-12-28,IN,0.0,41.0,15.0,11.0,-2.0,8.0
194072,2021-12-29,IN,1.0,45.0,12.0,13.0,1.0,8.0
194073,2021-12-30,IN,1.0,46.0,14.0,11.0,0.0,8.0
194074,2021-12-31,IN,11.0,65.0,20.0,16.0,-1.0,7.0
194075,2022-01-01,IN,-3.0,37.0,20.0,7.0,-7.0,8.0
194076,2022-01-02,IN,-5.0,37.0,15.0,14.0,12.0,6.0
194077,2022-01-03,IN,-3.0,47.0,11.0,10.0,4.0,8.0
194078,2022-01-04,IN,-4.0,45.0,9.0,8.0,2.0,9.0
194079,2022-01-05,IN,-7.0,39.0,0.0,6.0,4.0,10.0
194080,2022-01-06,IN,-6.0,41.0,4.0,5.0,3.0,11.0
194081,2022-01-07,IN,-5.0,49.0,4.0,7.0,3.0,11.0
194082,2022-01-08,IN,-18.0,28.0,-5.0,-3.0,-2.0,13.0
194083,2022-01-09,IN,-24.0,18.0,-4.0,-7.0,7.0,12.0
194084,2022-01-10,IN,-5.0,46.0,7.0,4.0,-1.0,11.0
194085,2022-01-11,IN,-7.0,41.0,5.0,3.0,-4.0,11.0
194086,2022-01-12,IN,-6.0,46.0,4.0,6.0,-2.0,12.0
194087,2022-01-13,IN,-5.0,49.0,8.0,8.0,-6.0,12.0
194088,2022-01-14,IN,-14.0,35.0,5.0,-3.0,-24.0,16.0
194089,2022-01-15,IN,-24.0,20.0,0.0,-8.0,-13.0,15.0
194090,2022-01-16,IN,-29.0,10.0,-2.0,-10.0,1.0,12.0
194091,2022-01-17,IN,-9.0,36.0,9.0,2.0,-6.0,12.0
194092,2022-01-18,IN,-10.0,35.0,7.0,1.0,-7.0,13.0
194093,2022-01-19,IN,-6.0,41.0,6.0,2.0,-2.0,12.0
194094,2022-01-20,IN,-6.0,39.0,7.0,0.0,-3.0,13.0
194095,2022-01-21,IN,-7.0,44.0,6.0,1.0,-1.0,13.0
194096,2022-01-22,IN,-14.0,29.0,-1.0,-3.0,2.0,13.0
194097,2022-01-23,IN,-24.0,12.0,-2.0,-11.0,5.0,13.0
194098,2022-01-24,IN,-6.0,40.0,10.0,0.0,-2.0,12.0
194099,2022-01-25,IN,-4.0,41.0,11.0,2.0,-4.0,12.0
194100,2022-01-26,IN,-2.0,41.0,16.0,-5.0,-36.0,17.0
194101,2022-01-27,IN,-5.0,39.0,10.0,1.0,0.0,12.0
194102,2022-01-28,IN,-6.0,44.0,8.0,1.0,3.0,13.0
194103,2022-01-29,IN,-8.0,38.0,6.0,3.0,16.0,10.0
194104,2022-01-30,IN,-11.0,32.0,10.0,3.0,20.0,9.0
194105,2022-01-31,IN,-3.0,43.0,14.0,3.0,3.0,11.0
194106,2022-02-01,IN,-2.0,45.0,15.0,5.0,1.0,11.0
194107,2022-02-02,IN,2.0,51.0,14.0,10.0,5.0,10.0
194108,2022-02-03,IN,-1.0,44.0,12.0,7.0,3.0,11.0
194109,2022-02-04,IN,0.0,51.0,13.0,8.0,3.0,11.0
194110,2022-02-05,IN,0.0,45.0,18.0,13.0,10.0,7.0
194111,2022-02-06,IN,-2.0,40.0,20.0,14.0,14.0,6.0
194112,2022-02-07,IN,3.0,49.0,23.0,10.0,1.0,9.0
194113,2022-02-08,IN,3.0,49.0,22.0,12.0,2.0,8.0
194114,2022-02-09,IN,4.0,52.0,18.0,14.0,5.0,8.0
194115,2022-02-10,IN,5.0,49.0,22.0,13.0,1.0,9.0
194116,2022-02-11,IN,5.0,54.0,21.0,15.0,5.0,8.0
194117,2022-02-12,IN,2.0,48.0,18.0,14.0,9.0,8.0
194118,2022-02-13,IN,3.0,45.0,25.0,19.0,19.0,6.0
194119,2022-02-14,IN,10.0,52.0,27.0,14.0,3.0,8.0
194120,2022-02-15,IN,5.0,51.0,24.0,15.0,3.0,8.0
194121,2022-02-16,IN,6.0,52.0,23.0,16.0,4.0,8.0
194122,2022-02-17,IN,5.0,50.0,24.0,15.0,6.0,8.0
194123,2022-02-18,IN,7.0,55.0,28.0,17.0,7.0,7.0
194124,2022-02-19,IN,2.0,46.0,25.0,18.0,13.0,6.0
194125,2022-02-20,IN,1.0,40.0,28.0,20.0,19.0,5.0
194126,2022-02-21,IN,4.0,48.0,27.0,15.0,8.0,7.0
194127,2022-02-22,IN,4.0,48.0,29.0,15.0,7.0,7.0
194128,2022-02-23,IN,4.0,48.0,26.0,17.0,12.0,8.0
194129,2022-02-24,IN,5.0,46.0,30.0,15.0,12.0,9.0
194130,2022-02-25,IN,7.0,51.0,29.0,17.0,14.0,9.0
194131,2022-02-26,IN,2.0,45.0,26.0,18.0,20.0,8.0
194132,2022-02-27,IN,2.0,41.0,31.0,20.0,28.0,6.0
194133,2022-02-28,IN,7.0,56.0,38.0,19.0,11.0,7.0
194134,2022-03-01,IN,3.0,50.0,47.0,13.0,-16.0,12.0
